timestamp,mission_id,mission_profile,altitude_ft,ambient_temp_c,throttle_pct,rpm,cht_c,egt_c,oil_pressure_bar,oil_temp_c,fuel_flow_lph,vibration_mm_s,battery_voltage_v,alternator_current_a,injection_timing_deg,boost_pressure_bar,manifold_pressure_kpa,cylinder_pressure_bar,engine_load_pct,estimated_power_hp,fuel_efficiency_index,thermal_efficiency_index,degradation_index,engine_health_pct,anomaly_score,anomaly_flag,fault_type,severity,failure_probability_24h,rul_hours,maintenance_advisory,data_quality_pct
2026-01-01T00:02:30,M001,Hot Weather,12846.0,39.37,68.61,3135.8,120.2,640.76,4.452,107.62,33.6,1.625,27.879,27.46,18.052,0.921,177.0,8.884,73.13,136.86,0.9843,0.8161,0.043,95.7,0.1037,0,Normal,Normal,0.0101,1711.9,No action,97.62
2026-01-01T00:02:40,M001,Endurance,19382.2,10.46,64.64,3025.6,105.07,596.76,4.712,89.62,31.32,1.417,27.696,25.64,17.86,0.957,169.36,8.746,69.43,132.97,0.9861,0.8182,0.0537,94.63,0.0486,0,Normal,Normal,0.0101,1714.03,No action,97.73
2026-01-01T00:02:50,M001,Endurance,16522.7,12.0,51.18,2819.5,97.18,569.4,4.676,86.55,29.1,1.683,27.876,24.98,17.921,0.812,143.32,8.217,61.19,117.8,0.9857,0.8179,0.057,94.3,0.0498,0,Normal,Normal,0.0101,1691.46,No action,95.9
2026-01-01T00:03:00,M001,Endurance,23581.7,17.54,59.0,2998.4,102.64,601.34,4.547,94.69,30.32,1.526,27.798,25.38,17.949,0.919,154.99,8.744,68.02,126.54,0.9855,0.8178,0.0583,94.17,0.0191,0,Normal,Normal,0.0101,1678.17,No action,96.46
2026-01-01T00:03:10,M001,Hot Weather,15746.4,38.19,72.6,3166.7,124.06,652.9,4.324,105.6,33.53,1.652,27.748,26.31,17.96,0.987,181.59,8.758,74.82,140.85,0.9821,0.8146,0.0616,93.84,0.0735,0,Normal,Normal,0.0102,1684.21,No action,99.04
2026-01-01T00:03:20,M001,High Altitude,27524.9,-28.35,60.04,2944.1,106.12,575.51,4.442,92.7,31.9,1.623,27.84,26.16,18.009,0.922,163.58,8.495,65.52,128.54,0.9888,0.821,0.0559,94.41,0.056,0,Normal,Normal,0.0101,1712.94,No action,96.38
2026-01-01T00:03:30,M001,Rapid Throttle,13080.2,34.16,63.78,3008.9,111.43,623.18,4.462,101.57,32.54,1.473,28.027,26.25,18.207,0.933,167.49,8.458,69.44,133.55,0.9923,0.8238,0.0396,96.04,0.0444,0,Normal,Normal,0.01,1722.46,No action,95.94
2026-01-01T00:03:40,M001,Endurance,19961.3,10.95,60.7,2983.4,105.82,592.75,4.516,91.35,30.44,1.65,27.792,25.97,18.101,0.916,164.43,8.448,65.5,128.32,0.9849,0.8174,0.0636,93.64,0.0702,0,Normal,Normal,0.0102,1687.61,No action,98.59
2026-01-01T00:03:50,M001,Hot Weather,16039.1,38.45,67.21,3149.9,119.91,627.03,4.524,103.68,32.47,1.613,27.762,26.06,18.004,0.916,170.5,8.527,70.46,134.78,0.9818,0.8144,0.064,93.6,0.0748,0,Normal,Normal,0.0102,1668.55,No action,99.87
2026-01-01T00:04:00,M001,High Altitude,29606.3,-12.31,64.85,3073.6,111.45,594.06,4.527,91.9,32.58,1.62,27.888,26.45,17.857,0.92,165.37,8.938,69.54,133.53,0.9866,0.8196,0.0739,92.61,0.0238,0,Normal,Normal,0.0103,1662.89,No action,98.43
2026-01-01T00:04:10,M001,Endurance,14011.5,17.45,66.02,3099.0,110.04,607.67,4.523,95.39,32.06,1.879,27.768,26.51,17.764,0.936,169.93,8.641,71.96,134.13,0.9841,0.8169,0.0698,93.02,0.0567,0,Normal,Normal,0.0102,1669.46,No action,95.26
2026-01-01T00:04:20,M001,High Altitude,24187.4,-23.49,68.11,3128.4,109.27,610.19,4.54,93.02,32.62,1.735,27.669,26.33,18.114,0.991,172.89,8.943,74.37,137.87,0.9898,0.8217,0.0472,95.28,0.0322,0,Normal,Normal,0.0101,1727.65,No action,97.28
2026-01-01T00:04:30,M001,Hot Weather,16560.1,39.96,59.21,2982.8,111.21,633.47,4.695,107.15,32.1,1.633,27.781,25.9,17.895,0.891,159.23,8.629,68.36,125.63,0.9805,0.8135,0.075,92.5,0.0597,0,Normal,Normal,0.0103,1664.13,No action,96.09
2026-01-01T00:04:40,M001,Endurance,22523.4,20.19,67.13,3138.4,111.43,630.36,4.435,91.42,32.07,1.835,27.85,26.81,17.863,0.926,165.28,9.043,72.9,135.76,0.986,0.8182,0.0541,94.59,0.0435,0,Normal,Normal,0.0101,1713.73,No action,99.27
2026-01-01T00:04:50,M001,Rapid Throttle,12831.3,26.89,80.56,3258.3,117.37,646.55,4.248,105.52,35.71,2.146,27.634,27.0,18.252,1.037,187.82,9.168,88.31,152.3,0.9909,0.8229,0.0507,94.93,0.0908,0,Normal,Normal,0.0101,1704.17,No action,98.09
2026-01-01T00:05:00,M001,Endurance,20582.3,5.98,48.06,2834.8,97.08,559.11,4.583,82.73,28.93,1.368,27.641,25.04,17.796,0.829,140.39,8.173,55.52,114.67,0.9878,0.8194,0.039,96.1,0.0402,0,Normal,Normal,0.01,1741.81,No action,97.1
2026-01-01T00:05:10,M001,High Altitude,23405.1,-7.6,71.14,3087.2,113.1,616.29,4.574,94.8,34.72,1.953,27.981,27.15,17.798,1.055,175.95,8.996,74.1,140.77,0.9874,0.8201,0.0674,93.26,0.0511,0,Normal,Normal,0.0102,1676.69,No action,97.32
2026-01-01T00:05:20,M001,Hot Weather,11714.7,39.26,73.56,3160.2,120.2,644.97,4.335,109.93,33.94,1.784,27.761,27.13,17.956,1.0,184.41,8.947,78.2,142.12,0.9831,0.8152,0.0531,94.69,0.1164,0,Normal,Normal,0.0101,1698.55,No action,97.3
2026-01-01T00:05:30,M001,Rapid Throttle,15515.2,32.83,40.96,2681.6,97.13,568.43,4.68,89.54,26.97,1.642,27.906,23.85,18.0,0.726,130.13,7.944,51.62,107.21,0.9895,0.822,0.0623,93.77,0.0505,0,Normal,Normal,0.0102,1694.05,No action,97.18
2026-01-01T00:05:40,M001,Cruise,14691.1,23.94,54.2,2901.1,102.91,582.34,4.465,90.06,30.63,1.585,27.728,25.43,18.008,0.837,153.07,8.386,62.54,122.79,0.9919,0.8246,0.0678,93.22,0.0283,0,Normal,Normal,0.0102,1690.22,No action,97.74
2026-01-01T00:05:50,M001,High Altitude,28935.8,-20.63,67.3,3104.6,109.79,615.99,4.5,96.09,33.0,1.616,27.629,25.65,18.293,0.916,170.77,8.733,71.94,136.49,0.9876,0.8203,0.0655,93.45,0.0354,0,Normal,Normal,0.0102,1659.6,No action,96.75
2026-01-01T00:06:00,M001,Rapid Throttle,10159.9,22.29,70.21,3149.0,112.68,619.79,4.53,96.74,34.02,1.796,27.602,26.05,17.87,0.963,177.02,8.777,76.44,140.27,0.9895,0.822,0.0627,93.73,0.0501,0,Normal,Normal,0.0102,1663.05,No action,96.39
2026-01-01T00:06:10,M001,Endurance,20567.4,20.25,54.16,2951.2,97.23,577.13,4.569,86.05,29.64,1.79,27.65,25.47,18.029,0.843,150.02,8.231,61.93,121.11,0.9855,0.8179,0.058,94.2,0.0721,0,Normal,Normal,0.0101,1684.2,No action,98.0
2026-01-01T00:06:20,M001,High Altitude,26243.9,-25.27,49.33,2856.9,102.15,562.79,4.537,86.37,28.88,1.454,27.666,25.27,18.09,0.805,146.59,7.946,56.16,116.3,0.9879,0.8204,0.0632,93.68,0.0288,0,Normal,Normal,0.0102,1684.45,No action,98.9
2026-01-01T00:06:30,M001,Rapid Throttle,7199.8,23.45,76.6,3183.0,116.42,632.01,4.311,102.92,34.33,1.761,27.749,26.81,18.061,0.982,187.23,9.138,81.32,147.3,0.9886,0.8214,0.0699,93.01,0.0731,0,Normal,Normal,0.0102,1672.6,No action,95.26
2026-01-01T00:06:40,M001,Hot Weather,13888.7,39.33,51.32,2834.1,109.04,582.49,4.51,98.48,29.96,1.68,27.533,25.25,18.008,0.841,151.93,8.125,57.46,116.87,0.9806,0.8136,0.0741,92.59,0.069,0,Normal,Normal,0.0103,1685.23,No action,97.53
2026-01-01T00:06:50,M001,Rapid Throttle,14642.5,24.54,51.48,2894.8,103.4,570.23,4.785,91.94,29.57,1.788,27.852,25.7,17.816,0.796,148.31,7.872,58.82,119.02,0.9891,0.8217,0.0661,93.39,0.0717,0,Normal,Normal,0.0102,1673.0,No action,95.95
2026-01-01T00:07:00,M001,High Altitude,22495.0,-19.86,75.16,3172.4,116.09,630.98,4.318,100.14,35.2,1.697,27.882,27.13,17.782,1.02,183.41,9.066,77.52,145.45,0.9881,0.8205,0.062,93.8,0.0502,0,Normal,Normal,0.0102,1671.07,No action,95.47
2026-01-01T00:07:10,M001,High Altitude,24798.6,-6.86,76.01,3245.1,112.6,635.22,4.282,96.03,34.11,1.711,27.645,26.71,18.038,1.023,186.01,9.32,78.74,146.43,0.9882,0.8206,0.061,93.9,0.052,0,Normal,Normal,0.0102,1696.57,No action,99.61
2026-01-01T00:07:20,M001,Cruise,15909.2,23.96,61.58,3055.3,106.4,605.81,4.449,94.85,29.89,1.497,27.621,26.1,17.869,0.911,171.04,8.622,64.55,131.44,0.9932,0.8255,0.0568,94.32,0.063,0,Normal,Normal,0.0101,1714.79,No action,97.15
2026-01-01T00:07:30,M001,Hot Weather,16168.9,46.36,66.36,3134.3,124.05,655.21,4.448,108.78,32.09,1.757,27.707,25.22,18.063,0.947,173.36,8.73,71.86,133.91,0.9822,0.8146,0.0608,93.92,0.1296,0,Normal,Normal,0.0102,1695.25,No action,98.82
2026-01-01T00:07:40,M001,Cruise,17446.6,19.3,63.18,3027.8,107.77,601.14,4.538,93.53,31.21,1.66,27.595,26.41,18.011,0.914,166.32,8.381,70.36,133.04,0.9921,0.8247,0.0661,93.39,0.0383,0,Normal,Normal,0.0102,1682.52,No action,95.47
2026-01-01T00:07:50,M001,Rapid Throttle,9528.2,25.41,72.78,3219.4,115.21,632.37,4.572,98.26,34.18,1.866,27.781,26.23,18.097,0.983,180.38,9.035,78.87,143.32,0.9902,0.8225,0.0568,94.32,0.0775,0,Normal,Normal,0.0101,1707.3,No action,96.22
2026-01-01T00:08:00,M001,High Altitude,23400.7,-10.66,70.42,3134.0,112.92,615.53,4.492,96.9,33.29,1.916,27.72,26.52,18.138,0.981,178.33,8.969,72.01,139.69,0.9862,0.8193,0.0779,92.21,0.0437,0,Normal,Normal,0.0103,1665.15,No action,98.16
2026-01-01T00:08:10,M001,Hot Weather,12975.2,36.03,50.16,2854.8,104.37,589.35,4.577,96.91,28.44,1.466,27.663,25.0,17.842,0.878,148.11,7.746,62.93,115.72,0.9814,0.8141,0.0679,93.21,0.0393,0,Normal,Normal,0.0102,1710.94,No action,95.26
2026-01-01T00:08:20,M001,Cruise,14104.7,25.17,55.71,2864.0,109.48,590.11,4.469,92.53,30.32,1.567,27.758,25.88,18.035,0.852,156.84,8.334,63.01,124.57,0.9922,0.8248,0.0651,93.49,0.0618,0,Normal,Normal,0.0102,1696.13,No action,95.43
2026-01-01T00:08:30,M001,Cruise,13570.2,16.84,67.42,3139.2,112.1,610.78,4.402,93.4,33.03,1.48,27.672,26.84,17.793,0.987,169.63,8.839,70.77,137.79,0.9917,0.8245,0.0689,93.11,0.0621,0,Normal,Normal,0.0102,1681.5,No action,99.31
2026-01-01T00:08:40,M001,Hot Weather,14119.5,41.83,66.46,3083.1,118.9,655.16,4.282,107.07,32.97,1.596,27.932,26.39,17.768,0.973,177.04,8.443,73.16,133.56,0.9799,0.8131,0.0798,92.02,0.0844,0,Normal,Normal,0.0104,1658.49,No action,99.23
2026-01-01T00:08:50,M001,High Altitude,29579.9,-6.31,81.92,3350.5,121.17,635.9,4.314,100.44,36.98,1.962,27.665,27.46,17.92,1.064,191.41,9.637,83.35,152.56,0.9859,0.8191,0.08,92.0,0.0837,0,Normal,Normal,0.0104,1664.3,No action,97.14
2026-01-01T00:09:00,M001,Rapid Throttle,14046.9,26.59,68.7,3090.9,114.22,616.48,4.379,98.31,32.17,1.937,27.491,26.81,18.033,0.934,172.46,8.731,73.72,138.52,0.9893,0.8218,0.0645,93.55,0.0501,0,Normal,Normal,0.0102,1689.34,No action,98.55
2026-01-01T00:09:10,M001,Hot Weather,17337.5,41.07,59.51,2958.4,115.0,617.4,4.516,105.12,31.86,1.758,27.761,25.0,17.806,0.877,157.74,8.525,66.26,125.92,0.9803,0.8134,0.0764,92.36,0.0631,0,Normal,Normal,0.0103,1669.54,No action,98.17
2026-01-01T00:09:20,M001,Hot Weather,8735.3,43.85,70.28,3172.4,122.49,659.14,4.548,108.76,33.12,1.79,27.877,26.44,17.947,0.988,177.77,8.749,75.03,138.16,0.9816,0.8142,0.0659,93.41,0.0692,0,Normal,Normal,0.0102,1672.45,No action,98.36
2026-01-01T00:09:30,M001,Rapid Throttle,11097.1,24.97,41.58,2680.6,97.5,561.6,4.628,83.01,26.32,1.473,27.913,25.22,17.918,0.756,135.02,7.524,52.03,107.78,0.9888,0.8215,0.0683,93.17,0.0422,0,Normal,Normal,0.0102,1656.64,No action,98.1
2026-01-01T00:09:40,M001,High Altitude,22151.5,-11.75,71.36,3165.2,113.43,619.41,4.297,98.6,33.24,1.768,27.786,26.93,17.869,0.945,180.92,8.903,73.7,140.41,0.9846,0.8182,0.0911,90.89,0.038,0,Normal,Normal,0.0105,1620.54,No action,99.04
2026-01-01T00:09:50,M001,High Altitude,29858.1,-20.61,73.8,3178.4,117.12,607.05,4.275,96.78,34.67,1.795,27.669,28.01,18.021,1.056,183.97,8.918,75.54,143.67,0.987,0.8198,0.0712,92.88,0.0726,0,Normal,Normal,0.0103,1693.78,No action,98.64
2026-01-01T00:10:00,M001,Rapid Throttle,11310.4,21.51,71.41,3153.8,113.3,602.46,4.18,96.25,34.56,1.863,27.641,27.04,18.237,0.96,181.16,9.011,75.35,141.4,0.9884,0.8213,0.0714,92.86,0.0224,0,Normal,Normal,0.0103,1664.89,No action,96.38
2026-01-01T00:10:10,M001,Cruise,17058.0,22.43,59.75,3022.1,106.92,609.26,4.44,96.24,32.89,1.534,27.693,26.7,17.85,0.871,160.63,8.531,67.0,128.87,0.9907,0.8238,0.0774,92.26,0.0314,0,Normal,Normal,0.0103,1663.0,No action,99.07
2026-01-01T00:10:20,M001,Endurance,22561.5,18.39,49.23,2807.6,100.62,559.27,4.633,87.63,27.21,1.511,27.914,25.79,17.952,0.808,144.01,8.116,58.86,115.21,0.9834,0.8164,0.0762,92.38,0.0255,0,Normal,Normal,0.0103,1670.81,No action,95.52
2026-01-01T00:10:30,M001,Endurance,16208.5,12.47,48.71,2816.1,94.8,564.37,4.581,82.85,27.82,1.591,27.595,24.59,17.924,0.821,143.64,8.158,54.67,114.76,0.9841,0.8169,0.0698,93.02,0.0592,0,Normal,Normal,0.0102,1688.65,No action,99.18
2026-01-01T00:10:40,M001,Rapid Throttle,6556.4,30.09,53.49,2913.2,106.44,594.23,4.682,94.2,29.9,1.543,27.601,26.41,18.044,0.879,151.13,8.187,62.22,121.36,0.9894,0.822,0.063,93.7,0.0736,0,Normal,Normal,0.0102,1699.46,No action,96.35
2026-01-01T00:10:50,M001,Hot Weather,8802.5,36.54,75.46,3202.0,123.45,672.41,4.346,108.08,33.01,1.6,27.788,26.53,18.004,1.014,186.6,9.186,79.68,144.0,0.982,0.8145,0.0628,93.72,0.1284,0,Normal,Normal,0.0102,1672.49,No action,99.84
2026-01-01T00:11:00,M001,Hot Weather,13939.4,35.58,54.14,2840.1,108.15,600.87,4.655,96.68,29.74,1.727,27.666,24.72,17.855,0.859,150.41,8.549,58.74,120.3,0.9822,0.8146,0.061,93.9,0.0244,0,Normal,Normal,0.0102,1688.56,No action,98.62
2026-01-01T00:11:10,M001,Rapid Throttle,15722.9,26.24,70.42,3153.7,116.92,626.59,4.421,97.92,33.24,1.731,27.508,27.03,17.848,1.007,174.7,8.978,75.9,139.78,0.9861,0.8197,0.0911,90.89,0.0714,0,Normal,Normal,0.0105,1652.64,No action,95.39
2026-01-01T00:11:20,M001,Endurance,20736.7,19.49,64.17,3062.4,107.03,600.1,4.683,93.31,31.6,2.075,28.04,25.69,17.943,0.907,165.25,8.807,69.06,131.66,0.9821,0.8156,0.0866,91.34,0.0642,0,Normal,Normal,0.0105,1632.56,No action,97.33
2026-01-01T00:11:30,M001,Endurance,22028.2,11.26,64.17,3043.8,107.98,588.45,4.441,92.44,31.63,1.731,27.816,25.78,17.903,0.856,164.47,8.518,72.09,131.97,0.9837,0.8166,0.0735,92.65,0.01,0,Normal,Normal,0.0103,1669.06,No action,96.3
2026-01-01T00:11:40,M001,Hot Weather,17169.0,46.01,75.85,3187.6,124.14,662.76,4.333,116.61,35.8,1.967,27.733,26.41,18.052,0.99,179.88,8.963,79.53,143.89,0.9795,0.8128,0.0836,91.64,0.1339,0,Normal,Normal,0.0104,1650.15,No action,99.94
2026-01-01T00:11:50,M001,Rapid Throttle,15397.1,29.3,66.46,3077.6,116.05,622.09,4.537,99.23,32.49,1.734,27.918,25.99,18.154,1.022,174.52,8.724,71.46,135.72,0.988,0.821,0.0753,92.47,0.0358,0,Normal,Normal,0.0103,1671.08,No action,97.62
2026-01-01T00:12:00,M001,Cruise,16762.6,28.42,59.22,2943.8,108.4,611.6,4.488,94.62,31.74,1.622,27.668,25.82,17.922,0.891,161.11,8.561,63.47,128.29,0.9908,0.8239,0.0764,92.36,0.069,0,Normal,Normal,0.0103,1658.13,No action,97.18
2026-01-01T00:12:10,M001,Rapid Throttle,15884.8,26.56,85.32,3327.1,127.68,673.15,4.211,106.9,36.89,1.852,28.098,27.1,17.941,1.111,196.09,9.44,84.92,156.81,0.9872,0.8205,0.0818,91.82,0.1522,0,Normal,Normal,0.0104,1661.36,No action,96.01
2026-01-01T00:12:20,M001,Cruise,15693.4,15.08,64.0,3054.1,110.55,590.49,4.545,92.6,32.22,1.851,27.815,25.85,18.04,0.914,169.19,8.917,71.49,133.57,0.9901,0.8234,0.0821,91.79,0.1072,0,Normal,Normal,0.0104,1633.51,No action,97.14
2026-01-01T00:12:30,M001,High Altitude,24147.3,-11.52,64.08,2993.6,108.42,594.13,4.556,93.58,32.15,1.771,27.633,26.45,17.84,0.872,168.9,8.528,68.24,132.6,0.9863,0.8194,0.0766,92.34,0.0394,0,Normal,Normal,0.0103,1677.67,No action,96.52
2026-01-01T00:12:40,M001,Hot Weather,12910.1,40.11,81.64,3263.8,127.08,668.41,4.023,112.89,35.67,1.672,27.781,26.98,17.981,1.036,186.91,9.43,82.4,150.66,0.981,0.8138,0.0708,92.92,0.0836,0,Normal,Normal,0.0102,1672.7,No action,98.79
2026-01-01T00:12:50,M001,High Altitude,29925.6,-14.25,55.94,2954.5,101.63,574.95,4.567,88.74,29.38,1.527,27.868,26.91,18.034,0.849,152.03,8.31,59.47,123.46,0.9864,0.8194,0.0762,92.38,0.0467,0,Normal,Normal,0.0103,1663.58,No action,98.71
2026-01-01T00:13:00,M001,Rapid Throttle,12795.6,24.43,66.06,3084.0,111.14,617.8,4.378,94.1,33.04,1.761,27.586,26.1,17.981,0.932,166.11,8.768,71.67,135.16,0.9875,0.8206,0.0794,92.06,0.0487,0,Normal,Normal,0.0104,1654.52,No action,98.28
2026-01-01T00:13:10,M001,Cruise,17871.2,29.38,58.24,2946.3,109.17,596.01,4.439,95.25,30.46,1.634,27.652,25.7,17.719,0.892,158.57,8.466,64.52,127.14,0.9907,0.8238,0.0779,92.21,0.0373,0,Normal,Normal,0.0103,1671.57,No action,98.69
2026-01-01T00:13:20,M001,Hot Weather,11479.2,38.87,63.27,3047.9,116.87,635.02,4.533,105.32,32.74,1.562,27.729,26.4,18.035,0.934,169.41,8.541,67.14,130.27,0.9812,0.814,0.0692,93.08,0.0925,0,Normal,Normal,0.0102,1675.52,No action,97.55
2026-01-01T00:13:30,M001,High Altitude,28924.2,-18.15,80.41,3275.1,116.24,646.1,4.28,103.44,35.52,1.955,27.739,26.99,18.134,0.997,187.96,9.146,83.07,150.68,0.9851,0.8186,0.0867,91.33,0.0394,0,Normal,Normal,0.0105,1639.77,No action,97.28
2026-01-01T00:13:40,M001,Endurance,16185.4,22.5,54.93,2916.5,103.01,581.45,4.593,89.59,29.59,1.596,27.556,25.94,17.819,0.818,155.23,8.326,59.8,121.75,0.9843,0.817,0.0682,93.18,0.0611,0,Normal,Normal,0.0102,1662.63,No action,97.34
2026-01-01T00:13:50,M001,Rapid Throttle,15854.9,33.78,73.51,3254.2,120.16,658.78,4.349,108.94,35.23,1.885,27.554,26.51,17.816,0.973,179.13,8.901,78.25,143.68,0.988,0.821,0.0747,92.53,0.0451,0,Normal,Normal,0.0103,1647.19,No action,99.53
2026-01-01T00:14:00,M001,Rapid Throttle,14689.1,30.46,64.22,3079.5,110.01,600.78,4.503,102.82,31.55,1.674,27.814,25.83,17.916,0.955,162.41,8.848,68.46,133.03,0.9872,0.8204,0.0819,91.81,0.0836,0,Normal,Normal,0.0104,1657.36,No action,95.82
2026-01-01T00:14:10,M001,Cruise,13530.3,16.98,71.73,3137.5,111.84,606.55,4.406,100.2,34.48,1.741,27.891,26.63,18.099,0.978,177.19,8.877,76.25,142.04,0.9888,0.8225,0.0935,90.65,0.0556,0,Normal,Normal,0.0106,1649.57,No action,99.95
2026-01-01T00:14:20,M001,Endurance,14708.3,22.62,38.98,2661.9,92.91,542.53,4.72,82.88,26.41,1.432,27.612,24.14,17.76,0.751,132.37,7.466,47.18,103.44,0.9814,0.8151,0.0924,90.76,0.0598,0,Normal,Normal,0.0106,1636.48,No action,96.24
2026-01-01T00:14:30,M001,Rapid Throttle,8481.7,20.4,68.54,3148.5,107.65,613.75,4.438,98.34,33.73,1.629,27.559,26.49,17.849,0.939,174.36,8.792,73.05,137.89,0.9871,0.8204,0.0821,91.79,0.053,0,Normal,Normal,0.0104,1650.97,No action,98.19
2026-01-01T00:14:40,M001,Endurance,20829.4,6.35,68.25,3157.6,112.51,598.28,4.291,95.3,33.16,1.76,27.668,25.63,17.887,0.948,174.82,8.709,73.28,136.02,0.9812,0.815,0.0942,90.58,0.0611,0,Normal,Normal,0.0106,1616.59,No action,98.05
2026-01-01T00:14:50,M001,Cruise,17627.4,24.18,68.98,3133.5,113.39,628.0,4.327,98.35,33.86,1.799,27.644,25.85,18.079,0.993,170.09,9.086,76.0,139.26,0.9903,0.8235,0.0807,91.93,0.0365,0,Normal,Normal,0.0104,1665.77,No action,97.38
2026-01-01T00:15:00,M001,Endurance,17601.2,7.06,49.08,2821.4,101.68,574.74,4.628,87.22,29.37,1.53,27.772,25.92,17.835,0.747,142.52,8.003,56.35,114.92,0.9827,0.816,0.0817,91.83,0.0387,0,Normal,Normal,0.0104,1664.07,No action,96.4
